Hotel,Locality,Downtown(km),Rating,Price(₹),Link
"Welcomhotel by ITC Hotels, Dwarka, New Delhi","Dwarka, New Delhi",13.1 km from downtown,7.8,7500,https://www.booking.com/hotel/in/welcomhotel-dwarka-new-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=105585910_365507288_2_42_0&highlighted_blocks=105585910_365507288_2_42_0&matching_block_id=105585910_365507288_2_42_0&sr_pri_blocks=105585910_365507288_2_42_0__750000&from=searchresults
IVA Premium Delhi Airport with Airport Drop,"Mahipalpur, New Delhi",11 km from downtown,7.2,3936,https://www.booking.com/hotel/in/zara-grand-delhi-airport.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1304966501_403351208_2_42_0_770346&highlighted_blocks=1304966501_403351208_2_42_0_770346&matching_block_id=1304966501_403351208_2_42_0_770346&sr_pri_blocks=1304966501_403351208_2_42_0_770346_393559&from=searchresults
Hotel South Ex Residency - South Ex near AIIMS Delhi - Couple Friendly,New Delhi,5.2 km from downtown,8.0,3213,https://www.booking.com/hotel/in/south-ex-residency.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1138264201_397540003_0_42_0&highlighted_blocks=1138264201_397540003_0_42_0&matching_block_id=1138264201_397540003_0_42_0&sr_pri_blocks=1138264201_397540003_0_42_0__321300&from=searchresults
FabExpress Le Continental Paharganj New Delhi,"Central Delhi, New Delhi",Downtown,8.1,1338,https://www.booking.com/hotel/in/le-continental.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=200525808_410205653_2_2_0_879582&highlighted_blocks=200525808_410205653_2_2_0_879582&matching_block_id=200525808_410205653_2_2_0_879582&sr_pri_blocks=200525808_410205653_2_2_0_879582_133848&from=searchresults
Treebo Twin Tree,New Delhi,4.1 km from downtown,7.4,2218,https://www.booking.com/hotel/in/twin-tree-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1168218403_402399539_2_1_0&highlighted_blocks=1168218403_402399539_2_1_0&matching_block_id=1168218403_402399539_2_1_0&sr_pri_blocks=1168218403_402399539_2_1_0__221819&from=searchresults
Divine Inn Hotel Near Rajouri Garden Main Market,"West Delhi, New Delhi",3.9 km from downtown,8.7,1770,https://www.booking.com/hotel/in/aman-delhi1.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1097587506_384103281_2_0_0&highlighted_blocks=1097587506_384103281_2_0_0&matching_block_id=1097587506_384103281_2_0_0&sr_pri_blocks=1097587506_384103281_2_0_0__176967&from=searchresults
Hotel Snow Whte Inn New Delhi,"Paharganj, New Delhi (Chandni Chowk)",Downtown,8.7,1209,https://www.booking.com/hotel/in/snow-whte-inn-new-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1407227301_412495732_2_2_0&highlighted_blocks=1407227301_412495732_2_2_0&matching_block_id=1407227301_412495732_2_2_0&sr_pri_blocks=1407227301_412495732_2_2_0__120902&from=searchresults
"Hotel Krishna - By RCG Hotels, Paharganj, New Delhi","Paharganj, New Delhi (Chandni Chowk)",Downtown,8.2,1674,https://www.booking.com/hotel/in/krishna.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=25411601_163350053_2_42_0&highlighted_blocks=25411601_163350053_2_42_0&matching_block_id=25411601_163350053_2_42_0&sr_pri_blocks=25411601_163350053_2_42_0__167400&from=searchresults
Bloom Hotel - CR Park,New Delhi,7.8 km from downtown,6.9,4320,https://www.booking.com/hotel/in/bloom-cr-park.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1175465301_397120789_2_2_0_471401&highlighted_blocks=1175465301_397120789_2_2_0_471401&matching_block_id=1175465301_397120789_2_2_0_471401&sr_pri_blocks=1175465301_397120789_2_2_0_471401_432000&from=searchresults
Hotel Tark Plaza Near IGI Airport Delhi,New Delhi,11.9 km from downtown,10.0,329,https://www.booking.com/hotel/in/tumara-baap.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600174&all_sr_blocks=1407112201_412486823_2_1_0&highlighted_blocks=1407112201_412486823_2_1_0&matching_block_id=1407112201_412486823_2_1_0&sr_pri_blocks=1407112201_412486823_2_1_0__32940&from=searchresults
Hotel Joy - Karol Bagh Market,"Karol bagh, New Delhi",Downtown,9.0,999,https://www.booking.com/hotel/in/prime-new-delhi4.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407285101_412505157_2_0_0&highlighted_blocks=1407285101_412505157_2_0_0&matching_block_id=1407285101_412505157_2_0_0&sr_pri_blocks=1407285101_412505157_2_0_0__99900&from=searchresults
Hotel Grand Villa,"South Delhi, New Delhi",15.5 km from downtown,9.0,999,https://www.booking.com/hotel/in/grand-villa-new-delhi1.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407193301_412493490_2_0_0&highlighted_blocks=1407193301_412493490_2_0_0&matching_block_id=1407193301_412493490_2_0_0&sr_pri_blocks=1407193301_412493490_2_0_0__99900&from=searchresults
Hotel Grand Le Mount,"Chanakyapuri, New Delhi",5.8 km from downtown,9.0,652,https://www.booking.com/hotel/in/grand-le-mount.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407332201_412508181_2_1_0&highlighted_blocks=1407332201_412508181_2_1_0&matching_block_id=1407332201_412508181_2_1_0&sr_pri_blocks=1407332201_412508181_2_1_0__65200&from=searchresults
Hotel Fab Stays,New Delhi,5.7 km from downtown,9.0,1530,https://www.booking.com/hotel/in/fab-stays.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407106401_412486585_2_42_0&highlighted_blocks=1407106401_412486585_2_42_0&matching_block_id=1407106401_412486585_2_42_0&sr_pri_blocks=1407106401_412486585_2_42_0__153000&from=searchresults
Hotel radhe,New Delhi,11.9 km from downtown,9.0,659,https://www.booking.com/hotel/in/radhe-new-delhi9.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1408295901_412605944_2_1_0&highlighted_blocks=1408295901_412605944_2_1_0&matching_block_id=1408295901_412605944_2_1_0&sr_pri_blocks=1408295901_412605944_2_1_0__65900&from=searchresults
Hotel Lion Suite,New Delhi,11.9 km from downtown,9.0,666,https://www.booking.com/hotel/in/linda-suite-new-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407107701_412486636_2_1_0&highlighted_blocks=1407107701_412486636_2_1_0&matching_block_id=1407107701_412486636_2_1_0&sr_pri_blocks=1407107701_412486636_2_1_0__66600&from=searchresults
Hotel Tej Plaza Near IGI Airport Delhi,New Delhi,11.9 km from downtown,9.0,788,https://www.booking.com/hotel/in/family-stay-new-delhi6.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407406201_412514041_2_1_0&highlighted_blocks=1407406201_412514041_2_1_0&matching_block_id=1407406201_412514041_2_1_0&sr_pri_blocks=1407406201_412514041_2_1_0__78750&from=searchresults
Hotel Minakshi,"Chanakyapuri, New Delhi",5.8 km from downtown,9.0,1250,https://www.booking.com/hotel/in/minakshi-new-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407400201_412513409_2_1_0&highlighted_blocks=1407400201_412513409_2_1_0&matching_block_id=1407400201_412513409_2_1_0&sr_pri_blocks=1407400201_412513409_2_1_0__125000&from=searchresults
Hotel ASE Suite,New Delhi,11.9 km from downtown,9.0,1877,https://www.booking.com/hotel/in/ase-suite.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1408735801_412652170_2_1_0&highlighted_blocks=1408735801_412652170_2_1_0&matching_block_id=1408735801_412652170_2_1_0&sr_pri_blocks=1408735801_412652170_2_1_0__187700&from=searchresults
Hotel The Caves Plaza By Zion,"Mahipalpur, New Delhi",11.1 km from downtown,9.0,875,https://www.booking.com/hotel/in/the-caves-plaza-by-zion.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407328501_412507996_2_1_0&highlighted_blocks=1407328501_412507996_2_1_0&matching_block_id=1407328501_412507996_2_1_0&sr_pri_blocks=1407328501_412507996_2_1_0__87500&from=searchresults
Rosewood Suites A Family Hotel Delhi Airport,New Delhi,11.9 km from downtown,9.0,1146,https://www.booking.com/hotel/in/rs-plaza-new-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407815801_412557252_2_1_0&highlighted_blocks=1407815801_412557252_2_1_0&matching_block_id=1407815801_412557252_2_1_0&sr_pri_blocks=1407815801_412557252_2_1_0__114615&from=searchresults
Hotel Zion Plus,New Delhi,11.9 km from downtown,9.0,788,https://www.booking.com/hotel/in/zion-plus-new-delhi2.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407319501_412507534_2_1_0&highlighted_blocks=1407319501_412507534_2_1_0&matching_block_id=1407319501_412507534_2_1_0&sr_pri_blocks=1407319501_412507534_2_1_0__78750&from=searchresults
Hotel Aerotech Near Delhi Airport,"Chanakyapuri, New Delhi",5.8 km from downtown,9.0,1260,https://www.booking.com/hotel/in/grand-asian-plaza-new-delhi19.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1408345502_412610886_2_1_0&highlighted_blocks=1408345502_412610886_2_1_0&matching_block_id=1408345502_412610886_2_1_0&sr_pri_blocks=1408345502_412610886_2_1_0__125979&from=searchresults
Hotel Jai Palace,"Chanakyapuri, New Delhi",5.8 km from downtown,9.0,1422,https://www.booking.com/hotel/in/jai-palace-new-delhi1.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1406808301_412457221_2_1_0&highlighted_blocks=1406808301_412457221_2_1_0&matching_block_id=1406808301_412457221_2_1_0&sr_pri_blocks=1406808301_412457221_2_1_0__142200&from=searchresults
Hotel Seven Seas At opposite New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",Downtown,9.0,794,https://www.booking.com/hotel/in/seven-seas-at-opposite-new-delhi-railway-station.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1406370001_412426094_2_0_0&highlighted_blocks=1406370001_412426094_2_0_0&matching_block_id=1406370001_412426094_2_0_0&sr_pri_blocks=1406370001_412426094_2_0_0__79403&from=searchresults
Hotel Vihar,"West Delhi, New Delhi",7.5 km from downtown,9.0,999,https://www.booking.com/hotel/in/vihar-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1406426801_412429485_2_0_0&highlighted_blocks=1406426801_412429485_2_0_0&matching_block_id=1406426801_412429485_2_0_0&sr_pri_blocks=1406426801_412429485_2_0_0__99900&from=searchresults
Hotel O Nangloi Residency,"West Delhi, New Delhi",10.5 km from downtown,9.0,1056,https://www.booking.com/hotel/in/o-nangloi-residency.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1404906502_412298177_2_0_0&highlighted_blocks=1404906502_412298177_2_0_0&matching_block_id=1404906502_412298177_2_0_0&sr_pri_blocks=1404906502_412298177_2_0_0__105551&from=searchresults
Hotel Mamata,"Mahipalpur, New Delhi",11.2 km from downtown,9.0,1079,https://www.booking.com/hotel/in/mamata-new-delhi.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407409901_412515201_2_1_0&highlighted_blocks=1407409901_412515201_2_1_0&matching_block_id=1407409901_412515201_2_1_0&sr_pri_blocks=1407409901_412515201_2_1_0__107910&from=searchresults
Hotel Leo,"Paharganj, New Delhi (Chandni Chowk)",Downtown,9.0,900,https://www.booking.com/hotel/in/leo-new-delhi1.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1407107201_412486604_2_0_0&highlighted_blocks=1407107201_412486604_2_0_0&matching_block_id=1407107201_412486604_2_0_0&sr_pri_blocks=1407107201_412486604_2_0_0__90000&from=searchresults
Hotel Grand Golden prime,"Chanakyapuri, New Delhi",5.8 km from downtown,9.0,1429,https://www.booking.com/hotel/in/grand-golden-prime-new-delhi4.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1408707401_412648618_2_0_0&highlighted_blocks=1408707401_412648618_2_0_0&matching_block_id=1408707401_412648618_2_0_0&sr_pri_blocks=1408707401_412648618_2_0_0__142920&from=searchresults
Hotel Miraz,New Delhi,9.9 km from downtown,9.0,1245,https://www.booking.com/hotel/in/miraz.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1406002101_412387658_2_1_0&highlighted_blocks=1406002101_412387658_2_1_0&matching_block_id=1406002101_412387658_2_1_0&sr_pri_blocks=1406002101_412387658_2_1_0__124500&from=searchresults
"Sarovar Portico Naraina, Hotel",New Delhi,4.3 km from downtown,6.6,4050,https://www.booking.com/hotel/in/sarovar-portico-naraina.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=172586805_351045850_2_42_0_33562&highlighted_blocks=172586805_351045850_2_42_0_33562&matching_block_id=172586805_351045850_2_42_0_33562&sr_pri_blocks=172586805_351045850_2_42_0_33562_405000&from=searchresults
New Frezon,"East Delhi, New Delhi",1.6 km from downtown,6.6,650,https://www.booking.com/hotel/in/new-frezon.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1408386502_412614957_14_0_0&highlighted_blocks=1408386502_412614957_14_0_0&matching_block_id=1408386502_412614957_14_0_0&sr_pri_blocks=1408386502_412614957_14_0_0__65000&from=searchresults
Hotel Vicky babby,New Delhi,11.9 km from downtown,6.6,1121,https://www.booking.com/hotel/in/vicky-babby.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1406841001_412458557_2_1_0&highlighted_blocks=1406841001_412458557_2_1_0&matching_block_id=1406841001_412458557_2_1_0&sr_pri_blocks=1406841001_412458557_2_1_0__112050&from=searchresults
Hotel Lory,New Delhi,11.9 km from downtown,6.6,1121,https://www.booking.com/hotel/in/lory.html?aid=355028&ucfs=1&arphpl=1&checkin=2025-05-08&checkout=2025-05-09&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=d8212f34b8f70c05&srepoch=1746600175&all_sr_blocks=1406791301_412455487_2_1_0&highlighted_blocks=1406791301_412455487_2_1_0&matching_block_id=1406791301_412455487_2_1_0&sr_pri_blocks=1406791301_412455487_2_1_0__112050&from=searchresults
